brand_name,product_name,asin,price,overall_rating,reviewer_username,review_date,review_rating,r-45-date-txt1,r-45-date-txt2,r-45-date-txt3,r-45-date-txt4,r-45-date-txt5,r-45-date-txt6,r-45-date-txt7,r-45-date-txt8,r-45-date-txt9,r-45-date-txt10,r-45-date-txt11,r-45-date-txt12,r-45-date-txt13,r-45-date-txt14,r-45-date-txt15,r-45-date-txt16,r-45-date-txt17,r-45-date-txt18,r-45-date-txt19,r-45-date-txt20,r-45-date-txt21,r-45-date-txt22,r-45-date-txt23,r-45-date-txt24,r-45-date-txt25,r-45-date-txt26,r-45-date-txt27,r-45-date-txt28,r-45-date-txt29,r-45-date-txt30,r-45-date-txt31,r-45-date-txt32,r-45-date-txt33,r-45-date-txt34,r-45-date-txt35,r-45-date-txt36,r-45-date-txt37,r-45-date-txt38,r-45-date-txt39,r-45-date-txt40,r-45-date-txt41,r-45-date-txt42,r-45-date-txt43,r-45-date-txt44,r-45-date-txt45,r-45-date-txt46,r-45-date-txt47,r-45-date-txt48,r-45-date-txt49,r-45-date-txt50,r-45-date-txt51,r-45-date-txt52,r-45-date-txt53,r-45-date-txt54,r-45-date-txt55,r-45-date-txt56,r-45-date-txt57,r-45-date-txt58,r-45-date-txt59,r-45-date-txt60,r-45-date-txt61,r-45-date-txt62,r-45-date-txt63,r-45-date-txt64,r-45-date-txt65,r-45-date-txt66,r-45-date-txt67,r-45-date-txt68,r-45-date-txt69,r-45-date-txt70,r-45-date-txt71,r-45-date-txt72,r-45-date-txt73,r-45-date-txt74,r-45-date-txt75,r-45-date-txt76,r-45-date-txt77,r-45-date-txt78,r-45-date-txt79,r-45-date-txt80,r-45-date-txt81,r-45-date-txt82,r-45-date-txt83,r-45-date-txt84,r-45-date-txt85,r-45-date-txt86,r-45-date-txt87,r-45-date-txt88,r-45-date-txt89,r-45-date-txt90,r-45-date-txt91,r-45-date-txt92,r-45-date-txt93,r-45-date-txt94,r-45-date-txt95,r-45-date-txt96,r-45-date-txt97,r-45-date-txt98,r-45-date-txt99,r-45-date-txt100,r-45-date-txt101,r-45-date-txt102,r-45-date-txt103,r-45-date-txt104,r-45-date-txt105,r-45-date-txt106,r-45-date-txt107,r-45-date-txt108,r-45-date-txt109,r-45-date-txt110,r-45-date-txt111,r-45-date-txt112,r-45-date-txt113,r-45-date-txt114,r-45-date-txt115,r-45-date-txt116,r-45-date-txt117,r-45-date-txt118,r-45-date-txt119,r-45-date-txt120,r-45-date-txt121,r-45-date-txt122,r-45-date-txt123,r-45-date-txt124,r-45-date-txt125,r-45-date-txt126,r-45-date-txt127,r-45-date-txt128,r-45-date-txt129,r-45-date-txt130,r-45-date-txt131,r-45-date-txt132,r-45-date-txt133,r-45-date-txt134,r-45-date-txt135,r-45-date-txt136,r-45-date-txt137,r-45-date-txt138,r-45-date-txt139,r-45-date-txt140,r-45-date-txt141,r-45-date-txt142,r-45-date-txt143,r-45-date-txt144,r-45-date-txt145,r-45-date-txt146,r-45-date-txt147,r-45-date-txt148,r-45-date-txt149,r-45-date-txt150,r-45-date-txt151,r-45-date-txt152,r-45-date-txt153,r-45-date-txt154,r-45-date-txt155,r-45-date-txt156,r-45-date-txt157,r-45-date-txt158,r-45-date-txt159,r-45-date-txt160,r-45-date-txt161,r-45-date-txt162,r-45-date-txt163,r-45-date-txt164,r-45-date-txt165,r-45-date-txt166,r-45-date-txt167,r-45-date-txt168,r-45-date-txt169,r-45-date-txt170,r-45-date-txt171,r-45-date-txt172,r-45-date-txt173,r-45-date-txt174,r-45-date-txt175,r-45-date-txt176,r-45-date-txt177,r-45-date-txt178,r-45-date-txt179,r-45-date-txt180,r-45-date-txt181,r-45-date-txt182,r-45-date-txt183,r-45-date-txt184,r-45-date-txt185,r-45-date-txt186,r-45-date-txt187,r-45-date-txt188,r-45-date-txt189,r-45-date-txt190,r-45-date-txt191,r-45-date-txt192,r-45-date-txt193,r-45-date-txt194,r-45-date-txt195,r-45-date-txt196,r-45-date-txt197,r-45-date-txt198,r-45-date-txt199,r-45-date-txt200,r-45-date-txt201,r-45-date-txt202,r-45-date-txt203,r-45-date-txt204,r-45-date-txt205,r-45-date-txt206,r-45-date-txt207,r-45-date-txt208,r-45-date-txt209,r-45-date-txt210,r-45-date-txt211,r-45-date-txt212,r-45-date-txt213,r-45-date-txt214,r-45-date-txt215,r-45-date-txt216,r-45-date-txt217,r-45-date-txt218,r-45-date-txt219,r-45-date-txt220,r-45-date-txt221,r-45-date-txt222,r-45-date-txt223,r-45-date-txt224,r-45-date-txt225,r-45-date-txt226,r-45-date-txt227,r-45-date-txt228,r-45-date-txt229,r-45-date-txt230,r-45-date-txt231,r-45-date-txt232,r-45-date-txt233,r-45-date-txt234,r-45-date-txt235,r-45-date-txt236,r-45-date-txt237,r-45-date-txt238,r-45-date-txt239,r-45-date-txt240,r-45-date-txt241,r-45-date-txt242,r-45-date-txt243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Non-GMO Soy Chik'n Veggie Nuggets (10 oz Pouch),B000O6K852,,4.5,Wesley Norton,1/13/2019,5,Literally,tastes,better,than,burger,king’s,chicken,nuggets,I’ve,been,vegan,for,about,4,months,and,found,these,last,week,I,don’t,know,why,the,other,people,that,left,reviews,don’t,like,them,They,are,definitely,worth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Non-GMO Soy Chik'n Veggie Nuggets (10 oz Pouch),B000O6K852,,4.5,workoutfreak,12/25/2018,5,These,are,one,of,the,best,nuggets,out,there,the,trick,is,to,put,them,in,the,toaster,oven,or,bake,them,they,come,out,cripsy,and,tender,They,tastes,way,better,this,way,I,wish,Amazon,would,stop,changing,the,price,on,these,everytime,I,purchase,them,the,price,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Non-GMO Soy Chik'n Veggie Nuggets (10 oz Pouch),B000O6K852,,4.5,M.H.,1/5/2017,5,Very,tasty,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Mimi Long,6/20/2021,5,Delicious,tasting,alternative,for,ground,beef,Easy,to,use,and,worth,it,fir,the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Anita as No Diva,6/14/2021,5,Even,smells,like,ground,beef,when,you,open,it,excellent,sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Mr. Man,6/9/2021,5,This,is,my,absolute,favorite,vegan,meat,crumbles,I,have,tried,so,many,and,I,always,return,to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,DJ ZOE,6/4/2021,5,I,love,it,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Victoria,6/3/2021,5,It,was,great!,Just,a,bit,of,olive,oil,or,ur,preferred,oil,Made,great,tacosAnd,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Felicia LW,5/4/2021,5,This,stuff,is,amazing!,I,made,lasagna,with,it,and,nobody,could,tell,the,difference,that,it,wasnt,ground,beef!,and,a,lot,comes,in,the,tiny,package,Well,worth,the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Angela Mia Rem,5/1/2021,5,Love,all,the,Gardein,products,especially,the,groun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Ana Lee,4/30/2021,5,Perfect,for,the,boys,in,the,fam,that,are,still,carnivores,Lol,They,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Frank O.,4/9/2021,5,Great,for,using,anywhere,you’d,use,ground,beef,Sav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Smama,4/9/2021,5,Great,texture,and,flavor,I,use,it,in,chilli,My,meat,eating,freind,didn't,know,the,difference,No,cholesterol,or,killing,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Shenell W.,3/27/2021,5,Pretty,good,for,mixing,into,spaghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Tara,3/7/2021,5,It,was,a,great,ground,beef,substitute,My,family,couldn't,tell,it,was,fake,meat,Will,definitely,purchase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Bruce A Jacobs,3/5/2021,5,I,got,my,meat,eating,parents,to,eat,this,and,they,didn't,know,it,wasn't,ground,beef,Great,alter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,arisa,2/28/2021,5,Tastes,just,li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Stacy Heller,2/20/2021,4,Great,taste,and,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Bridget Henderson,2/19/2021,5,This,is,my,favorite,ground,beef,replacement,It’s,a,little,finely,chopped,but,it,tastes,great,It,can,be,seasoned,for,taco/nacho,meat,I’ve,used,it,in,Shepard’s,pie,just,fine,and,mixed,in,breakfast,scrambles,It,keeps,its,integrity,it,re-heats,perfectly,and,has,no,weird,aftertaste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Sharawn Edwards,1/28/2021,5,I,use,it,in,Chili,and,it,was,amazing!!,I,used,chili,beans,black,beans,garbanzo,beans,and,dark,red,kidney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,DonnaT,1/28/2021,5,Not,bad,Easy,to,work,with,Need,to,add,spices,to,get,any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Zsa Zsa Whyce,1/21/2021,4,You,can,mix,it,in,with,the,sauce,as,it’s,heating,No,need,to,cook,it,separately,Needs,a,little,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Frank Costello,1/14/2021,5,My,doctor,said,I,had,to,give,up,meat,-,horrible,day,for,me,But,I,have,been,buying,this,from,the,store,and,grateful,I,found,it,It,doesn't,taste,like,steak,but,it,makes,my,life,worth,living,without,bacon,You,have,have,to,learn,to,add,the,right,spices,and,sauces,to,make,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
